first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
Jacek,Nowicki,sp/170861/2018,2018-08-27,4979.700000000001 z≥otych,SPRZEDAØ ,true
Aleksandra,Krawczyk,MA_979380_2012,2012-05-10T00:00:00 ,3952.0 z≥,MARKETING,NIE  
Marian,W≥odarczyk ,cz/568268/2009,2009-11-22T00:00:00,3273.6 Z£ ,CZYSTOå∆,nie ma
,Nowakowska,MA_244870_2014,2014-10-27,"4 039,2000000000003 pln",MARKETING,
Alina,GRABOWSKA,sp/571328/2015,2015/03/26,4517.1 Z£,SPRZEDAØ,NIE
Bogus≥awa,WR”BEL,ka/871360/2017 ,,4260.454000000001 pln,KADRY,MA
W≥adys≥awa,Ostrowska  ,ka/167853/2010,2010-04-21T00:00:00,3929.1725 z≥,KADRY,true
Alfred,Lis,MA/684888/2011,2011-02-15,5436.8 z≥,MARKETING,Nie
W≥odzimierz,WOJCIECHOWSKI,lo/131090/2015,2015-10-12T00:00:00,4366.575000000001 PLN,LOGISTYKA,nie ma
Kazimiera,Jab≥oÒska,KS_772217_2010,2010-06-10,"6 344,8 Z£",KSI GOWOå∆,True
Daniela,lewandowska,SP.165521.2015,2015-02-04,3919.5 z≥    ,SPRZEDAØ,nie
Alicja,Szewczyk,CZ_736762_2013,2013/04/25,3439.7000000000003 z≥otych,CZYSTOå∆,ma
JULIAN,zawadzki,KS/554500/2017,2017-09-11,4796.0 pln,KSI GOWOå∆  ,1
Julia,Szewczyk,MA/287674/2010,2010-04-21T00:00:00,4820.8 PLN,MARKETING,false
Honorata,WrÛbel,KS/684852/2013,2013/08/03,5654.660000000001 Z£,KSI GOWOå∆,tak
Lech,Walczak,MA/406825/2011,2011-05-26,3923.2000000000003 pln,MARKETING,NIE MA
W≥odzimierz,WR”BEL,lo/636732/2015,2015-12-01,4934.655000000001 z≥,LOGISTYKA,MA
Romuald,Adamski,MA/819162/2015,2015-07-04,"3 780,8 pln",MARKETING,False
Leszek,Wiúniewski ,KS/215409/2012,,6760.0 z≥,KSI GOWOå∆,Fa≥sz
,WÛjcik,LO-486102-2012 ,2012-05-10,4050.0000000000005 z≥otych,LOGISTYKA,Nie 
Bronis≥aw,GÛrski,MA/800861/2014 ,2014-05-30  ,5492.16 PLN,MARKETING,nie ma
WALDEMAR,Krajewski,KS_380885_2018,2018-03-30,6572.0 z≥otych,KSI GOWOå∆,Nie  
Marzena,Kwiatkowska,KS_733686_2017,2017-06-03,"5 809,1 PLN",KSI GOWOå∆,Tak
stefan,Szewczyk,KA/194778/2018,2018-05-19T00:00:00,4236.150000000001 z≥otych,KADRY,nie
Barbara,Jab≥oÒska,lo/551631/2018,2018-08-27,3019.9500000000003 z≥otych,LOGISTYKA,NIE
HELENA,Majewska,KS/414430/2011,,6003.0 PLN ,KSI GOWOå∆,Fa≥sz
Wies≥aw,Baran,sp/302589/2018,2018-05-19,3808.6499999999996 z≥otych,SPRZEDAØ,nie
Wies≥aw,Rutkowski,SP/661304/2010,2010-01-11,5008.5 Z£,SPRZEDAØ,FA£SZ
Czes≥aw,Kowalski,LO_538355_2018,2018-02-08,"3 719,2500000000005 Z£",LOGISTYKA,Fa≥sz
Boles≥aw,WrÛblewski,sp/239023/2011,2011-12-12,5184.450000000001 PLN,SPRZEDAØ,nie ma
Danuta,KrÛl,LO/241724/2011,2011-07-15,"3 364,6050000000005 PLN",LOGISTYKA,Fa≥sz
Bernadeta,wiúniewska,ma/945261/2016  ,2016-04-29,5201.4400000000005 PLN,MARKETING,NIE MA
Franciszka,JasiÒska,CZ/138892/2010,2010-03-02T00:00:00,3185.1 z≥,CZYSTOå∆  ,False
Wiktoria,LEWANDOWSKA,SP/567009/2018,2018-03-30,4567.5 PLN,SPRZEDAØ,false
Agnieszka,Walczak,MA/565093/2015,2015-10-12,"4 654,400000000001 Z£",MARKETING,NIE
,Piotrowska,SP/300509/2015,2015/02/04  ,4470.0 z≥otych,SPRZEDAØ ,NIE MA
Leokadia,WrÛbel,sp/623986/2017,2017-09-11,"4 095,0 z≥",SPRZEDAØ,FA£SZ
Alfred  ,Makowski,ka/494490/2010,2010-12-27,5037.5 z≥,KADRY,Nie
Urszula,WÛjcik,ma/442608/2013,2013-08-03,5447.200000000001 z≥otych,MARKETING,Prawda
Aleksander,soko≥owski,lo/717497/2010,2010-04-21,3219.75 z≥otych,LOGISTYKA,0
Barbara,jasiÒska,lo/300463/2010,2010-01-11,3885.3 z≥ ,LOGISTYKA,0
Alojzy,StÍpieÒ,KS-549158-2012,2012-08-18,6560.0 z≥otych,KSI GOWOå∆,nie ma
Zbigniew,Tomaszewski,MA/336253/2012 ,2012-10-07,"4 347,84 z≥otych",MARKETING,Nie
olga,Malinowska,KS.550809.2016,2016-06-18,5251.84 pln,KSI GOWOå∆,Prawda
